Postnummer,Postort,Kontor,Kontorfrk,Country
21119,MALMÖ,MALMÖ,MMA,Sweden
21120,MALMÖ,MALMÖ,MMA,Sweden
21121,MALMÖ,MALMÖ,MMA,Sweden
21122,MALMÖ,MALMÖ,MMA,Sweden
21124,MALMÖ,MALMÖ,MMA,Sweden
21125,MALMÖ,MALMÖ,MMA,Sweden
21126,MALMÖ,MALMÖ,MMA,Sweden
21127,MALMÖ,MALMÖ,MMA,Sweden
21128,MALMÖ,MALMÖ,MMA,Sweden
21129,MALMÖ,MALMÖ,MMA,Sweden
21130,MALMÖ,MALMÖ,MMA,Sweden
21131,MALMÖ,MALMÖ,MMA,Sweden
21132,MALMÖ,MALMÖ,MMA,Sweden
21133,MALMÖ,MALMÖ,MMA,Sweden
21134,MALMÖ,MALMÖ,MMA,Sweden
21135,MALMÖ,MALMÖ,MMA,Sweden
21136,MALMÖ,MALMÖ,MMA,Sweden
21137,MALMÖ,MALMÖ,MMA,Sweden
21138,MALMÖ,MALMÖ,MMA,Sweden
21139,MALMÖ,MALMÖ,MMA,Sweden
21140,MALMÖ,MALMÖ,MMA,Sweden
21141,MALMÖ,MALMÖ,MMA,Sweden
21142,MALMÖ,MALMÖ,MMA,Sweden
21143,MALMÖ,MALMÖ,MMA,Sweden
21144,MALMÖ,MALMÖ,MMA,Sweden
21145,MALMÖ,MALMÖ,MMA,Sweden
21146,MALMÖ,MALMÖ,MMA,Sweden
21147,MALMÖ,MALMÖ,MMA,Sweden
21148,MALMÖ,MALMÖ,MMA,Sweden
21149,MALMÖ,MALMÖ,MMA,Sweden
21150,MALMÖ,MALMÖ,MMA,Sweden
21151,MALMÖ,MALMÖ,MMA,Sweden
21152,MALMÖ,MALMÖ,MMA,Sweden
21153,MALMÖ,MALMÖ,MMA,Sweden
21154,MALMÖ,MALMÖ,MMA,Sweden
21155,MALMÖ,MALMÖ,MMA,Sweden
21156,MALMÖ,MALMÖ,MMA,Sweden
21157,MALMÖ,MALMÖ,MMA,Sweden
21158,MALMÖ,MALMÖ,MMA,Sweden
21159,MALMÖ,MALMÖ,MMA,Sweden
21160,MALMÖ,MALMÖ,MMA,Sweden
21171,MALMÖ,MALMÖ,MMA,Sweden
21173,MALMÖ,MALMÖ,MMA,Sweden
21174,MALMÖ,MALMÖ,MMA,Sweden
21175,MALMÖ,MALMÖ,MMA,Sweden
21176,MALMÖ,MALMÖ,MMA,Sweden
21177,MALMÖ,MALMÖ,MMA,Sweden
21211,MALMÖ,MALMÖ,MMA,Sweden
21212,MALMÖ,MALMÖ,MMA,Sweden
21213,MALMÖ,MALMÖ,MMA,Sweden
21214,MALMÖ,MALMÖ,MMA,Sweden
21215,MALMÖ,MALMÖ,MMA,Sweden
21216,MALMÖ,MALMÖ,MMA,Sweden
21217,MALMÖ,MALMÖ,MMA,Sweden
21218,MALMÖ,MALMÖ,MMA,Sweden
21219,MALMÖ,MALMÖ,MMA,Sweden
21220,MALMÖ,MALMÖ,MMA,Sweden
21221,MALMÖ,MALMÖ,MMA,Sweden
21222,MALMÖ,MALMÖ,MMA,Sweden
21223,MALMÖ,MALMÖ,MMA,Sweden
21224,MALMÖ,MALMÖ,MMA,Sweden
21225,MALMÖ,MALMÖ,MMA,Sweden
21226,MALMÖ,MALMÖ,MMA,Sweden
21227,MALMÖ,MALMÖ,MMA,Sweden
21228,MALMÖ,MALMÖ,MMA,Sweden
21229,MALMÖ,MALMÖ,MMA,Sweden
21230,MALMÖ,MALMÖ,MMA,Sweden
21231,MALMÖ,MALMÖ,MMA,Sweden
21232,MALMÖ,MALMÖ,MMA,Sweden
21233,MALMÖ,MALMÖ,MMA,Sweden
21234,MALMÖ,MALMÖ,MMA,Sweden
21235,MALMÖ,MALMÖ,MMA,Sweden
21236,MALMÖ,MALMÖ,MMA,Sweden
21237,MALMÖ,MALMÖ,MMA,Sweden
21238,MALMÖ,MALMÖ,MMA,Sweden
21239,MALMÖ,MALMÖ,MMA,Sweden
21240,MALMÖ,MALMÖ,MMA,Sweden
21241,MALMÖ,MALMÖ,MMA,Sweden
21242,MALMÖ,MALMÖ,MMA,Sweden
21243,MALMÖ,MALMÖ,MMA,Sweden
21244,MALMÖ,MALMÖ,MMA,Sweden
21245,MALMÖ,MALMÖ,MMA,Sweden
21246,MALMÖ,MALMÖ,MMA,Sweden
21250,MALMÖ,MALMÖ,MMA,Sweden
21251,MALMÖ,MALMÖ,MMA,Sweden
21252,MALMÖ,MALMÖ,MMA,Sweden
21291,MALMÖ,MALMÖ,MMA,Sweden
21361,MALMÖ,MALMÖ,MMA,Sweden
21362,MALMÖ,MALMÖ,MMA,Sweden
21363,MALMÖ,MALMÖ,MMA,Sweden
21364,MALMÖ,MALMÖ,MMA,Sweden
21365,MALMÖ,MALMÖ,MMA,Sweden
21366,MALMÖ,MALMÖ,MMA,Sweden
21367,MALMÖ,MALMÖ,MMA,Sweden
21368,MALMÖ,MALMÖ,MMA,Sweden
21369,MALMÖ,MALMÖ,MMA,Sweden
21370,MALMÖ,MALMÖ,MMA,Sweden
21371,MALMÖ,MALMÖ,MMA,Sweden
21372,MALMÖ,MALMÖ,MMA,Sweden
21373,MALMÖ,MALMÖ,MMA,Sweden
21374,MALMÖ,MALMÖ,MMA,Sweden
21375,MALMÖ,MALMÖ,MMA,Sweden
21376,MALMÖ,MALMÖ,MMA,Sweden
21377,MALMÖ,MALMÖ,MMA,Sweden
21420,MALMÖ,MALMÖ,MMA,Sweden
21421,MALMÖ,MALMÖ,MMA,Sweden
21422,MALMÖ,MALMÖ,MMA,Sweden
21423,MALMÖ,MALMÖ,MMA,Sweden
21424,MALMÖ,MALMÖ,MMA,Sweden
21425,MALMÖ,MALMÖ,MMA,Sweden
21426,MALMÖ,MALMÖ,MMA,Sweden
21427,MALMÖ,MALMÖ,MMA,Sweden
21428,MALMÖ,MALMÖ,MMA,Sweden
21429,MALMÖ,MALMÖ,MMA,Sweden
21430,MALMÖ,MALMÖ,MMA,Sweden
21431,MALMÖ,MALMÖ,MMA,Sweden
21432,MALMÖ,MALMÖ,MMA,Sweden
21433,MALMÖ,MALMÖ,MMA,Sweden
21434,MALMÖ,MALMÖ,MMA,Sweden
21435,MALMÖ,MALMÖ,MMA,Sweden
21436,MALMÖ,MALMÖ,MMA,Sweden
21437,MALMÖ,MALMÖ,MMA,Sweden
21438,MALMÖ,MALMÖ,MMA,Sweden
21439,MALMÖ,MALMÖ,MMA,Sweden
21440,MALMÖ,MALMÖ,MMA,Sweden
21441,MALMÖ,MALMÖ,MMA,Sweden
21442,MALMÖ,MALMÖ,MMA,Sweden
21443,MALMÖ,MALMÖ,MMA,Sweden
21444,MALMÖ,MALMÖ,MMA,Sweden
21445,MALMÖ,MALMÖ,MMA,Sweden
21446,MALMÖ,MALMÖ,MMA,Sweden
21447,MALMÖ,MALMÖ,MMA,Sweden
21448,MALMÖ,MALMÖ,MMA,Sweden
21449,MALMÖ,MALMÖ,MMA,Sweden
21450,MALMÖ,MALMÖ,MMA,Sweden
21454,MALMÖ,MALMÖ,MMA,Sweden
21455,MALMÖ,MALMÖ,MMA,Sweden
21456,MALMÖ,MALMÖ,MMA,Sweden
21457,MALMÖ,MALMÖ,MMA,Sweden
21458,MALMÖ,MALMÖ,MMA,Sweden
21459,MALMÖ,MALMÖ,MMA,Sweden
21463,MALMÖ,MALMÖ,MMA,Sweden
21466,MALMÖ,MALMÖ,MMA,Sweden
21467,MALMÖ,MALMÖ,MMA,Sweden
21526,MALMÖ,MALMÖ,MMA,Sweden
21527,MALMÖ,MALMÖ,MMA,Sweden
21532,MALMÖ,MALMÖ,MMA,Sweden
21533,MALMÖ,MALMÖ,MMA,Sweden
21534,MALMÖ,MALMÖ,MMA,Sweden
21535,MALMÖ,MALMÖ,MMA,Sweden
21536,MALMÖ,MALMÖ,MMA,Sweden
21537,MALMÖ,MALMÖ,MMA,Sweden
21550,MALMÖ,MALMÖ,MMA,Sweden
21551,MALMÖ,MALMÖ,MMA,Sweden
21552,MALMÖ,MALMÖ,MMA,Sweden
21553,MALMÖ,MALMÖ,MMA,Sweden
21558,MALMÖ,MALMÖ,MMA,Sweden
21559,MALMÖ,MALMÖ,MMA,Sweden
21560,MALMÖ,MALMÖ,MMA,Sweden
21561,MALMÖ,MALMÖ,MMA,Sweden
21562,MALMÖ,MALMÖ,MMA,Sweden
21563,MALMÖ,MALMÖ,MMA,Sweden
21564,MALMÖ,MALMÖ,MMA,Sweden
21565,MALMÖ,MALMÖ,MMA,Sweden
21566,MALMÖ,MALMÖ,MMA,Sweden
21567,MALMÖ,MALMÖ,MMA,Sweden
21568,MALMÖ,MALMÖ,MMA,Sweden
21569,MALMÖ,MALMÖ,MMA,Sweden
21570,MALMÖ,MALMÖ,MMA,Sweden
21571,MALMÖ,MALMÖ,MMA,Sweden
21572,MALMÖ,MALMÖ,MMA,Sweden
21573,MALMÖ,MALMÖ,MMA,Sweden
21574,MALMÖ,MALMÖ,MMA,Sweden
21578,MALMÖ,MALMÖ,MMA,Sweden
21579,MALMÖ,MALMÖ,MMA,Sweden
21580,MALMÖ,MALMÖ,MMA,Sweden
21581,MALMÖ,MALMÖ,MMA,Sweden
21582,MALMÖ,MALMÖ,MMA,Sweden
21583,MALMÖ,MALMÖ,MMA,Sweden
21584,MALMÖ,MALMÖ,MMA,Sweden
21585,MALMÖ,MALMÖ,MMA,Sweden
21586,MALMÖ,MALMÖ,MMA,Sweden
21611,LIMHAMN,MALMÖ,MMA,Sweden
21612,LIMHAMN,MALMÖ,MMA,Sweden
21613,LIMHAMN,MALMÖ,MMA,Sweden
21614,LIMHAMN,MALMÖ,MMA,Sweden
21615,LIMHAMN,MALMÖ,MMA,Sweden
21616,LIMHAMN,MALMÖ,MMA,Sweden
21617,LIMHAMN,MALMÖ,MMA,Sweden
21618,LIMHAMN,MALMÖ,MMA,Sweden
21619,MALMÖ,MALMÖ,MMA,Sweden
21620,MALMÖ,MALMÖ,MMA,Sweden
21621,MALMÖ,MALMÖ,MMA,Sweden
21622,LIMHAMN,MALMÖ,MMA,Sweden
21623,MALMÖ,MALMÖ,MMA,Sweden
21624,MALMÖ,MALMÖ,MMA,Sweden
21625,MALMÖ,MALMÖ,MMA,Sweden
21630,LIMHAMN,MALMÖ,MMA,Sweden
21631,LIMHAMN,MALMÖ,MMA,Sweden
21632,LIMHAMN,MALMÖ,MMA,Sweden
21633,LIMHAMN,MALMÖ,MMA,Sweden
21641,LIMHAMN,MALMÖ,MMA,Sweden
21642,LIMHAMN,MALMÖ,MMA,Sweden
21643,LIMHAMN,MALMÖ,MMA,Sweden
21644,LIMHAMN,MALMÖ,MMA,Sweden
21645,LIMHAMN,MALMÖ,MMA,Sweden
21646,LIMHAMN,MALMÖ,MMA,Sweden
21647,LIMHAMN,MALMÖ,MMA,Sweden
21648,LIMHAMN,MALMÖ,MMA,Sweden
21649,LIMHAMN,MALMÖ,MMA,Sweden
21741,MALMÖ,MALMÖ,MMA,Sweden
21742,MALMÖ,MALMÖ,MMA,Sweden
21743,MALMÖ,MALMÖ,MMA,Sweden
21744,MALMÖ,MALMÖ,MMA,Sweden
21745,MALMÖ,MALMÖ,MMA,Sweden
21746,MALMÖ,MALMÖ,MMA,Sweden
21747,MALMÖ,MALMÖ,MMA,Sweden
21748,MALMÖ,MALMÖ,MMA,Sweden
21749,MALMÖ,MALMÖ,MMA,Sweden
21751,MALMÖ,MALMÖ,MMA,Sweden
21752,MALMÖ,MALMÖ,MMA,Sweden
21753,MALMÖ,MALMÖ,MMA,Sweden
21754,MALMÖ,MALMÖ,MMA,Sweden
21755,MALMÖ,MALMÖ,MMA,Sweden
21756,MALMÖ,MALMÖ,MMA,Sweden
21757,MALMÖ,MALMÖ,MMA,Sweden
21758,MALMÖ,MALMÖ,MMA,Sweden
21759,MALMÖ,MALMÖ,MMA,Sweden
21761,MALMÖ,MALMÖ,MMA,Sweden
21762,MALMÖ,MALMÖ,MMA,Sweden
21763,MALMÖ,MALMÖ,MMA,Sweden
21764,MALMÖ,MALMÖ,MMA,Sweden
21765,MALMÖ,MALMÖ,MMA,Sweden
21766,MALMÖ,MALMÖ,MMA,Sweden
21767,MALMÖ,MALMÖ,MMA,Sweden
21771,MALMÖ,MALMÖ,MMA,Sweden
21772,MALMÖ,MALMÖ,MMA,Sweden
21773,MALMÖ,MALMÖ,MMA,Sweden
21774,MALMÖ,MALMÖ,MMA,Sweden
21775,MALMÖ,MALMÖ,MMA,Sweden
21831,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21832,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21833,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21834,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21836,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21837,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21838,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21839,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21840,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21841,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21842,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21845,VINTRIE,MALMÖ,MMA,Sweden
21846,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21847,BUNKEFLOSTRAND,MALMÖ,MMA,Sweden
21851,KLAGSHAMN,MALMÖ,MMA,Sweden
21852,KLAGSHAMN,MALMÖ,MMA,Sweden
21853,KLAGSHAMN,MALMÖ,MMA,Sweden
21854,KLAGSHAMN,MALMÖ,MMA,Sweden
21855,KLAGSHAMN,MALMÖ,MMA,Sweden
21871,TYGELSJÖ,MALMÖ,MMA,Sweden
21872,TYGELSJÖ,MALMÖ,MMA,Sweden
21873,TYGELSJÖ,MALMÖ,MMA,Sweden
21874,TYGELSJÖ,MALMÖ,MMA,Sweden
21875,TYGELSJÖ,MALMÖ,MMA,Sweden
22220,LUND,MALMÖ,MMA,Sweden
22221,LUND,MALMÖ,MMA,Sweden
22222,LUND,MALMÖ,MMA,Sweden
22223,LUND,MALMÖ,MMA,Sweden
22224,LUND,MALMÖ,MMA,Sweden
22225,LUND,MALMÖ,MMA,Sweden
22226,LUND,MALMÖ,MMA,Sweden
22227,LUND,MALMÖ,MMA,Sweden
22228,LUND,MALMÖ,MMA,Sweden
22229,LUND,MALMÖ,MMA,Sweden
22235,LUND,MALMÖ,MMA,Sweden
22236,LUND,MALMÖ,MMA,Sweden
22237,LUND,MALMÖ,MMA,Sweden
22240,LUND,MALMÖ,MMA,Sweden
22241,LUND,MALMÖ,MMA,Sweden
22242,LUND,MALMÖ,MMA,Sweden
22270,LUND,MALMÖ,MMA,Sweden
22271,LUND,MALMÖ,MMA,Sweden
22274,LUND,MALMÖ,MMA,Sweden
22349,LUND,MALMÖ,MMA,Sweden
22350,LUND,MALMÖ,MMA,Sweden
22351,LUND,MALMÖ,MMA,Sweden
22352,LUND,MALMÖ,MMA,Sweden
22353,LUND,MALMÖ,MMA,Sweden
22354,LUND,MALMÖ,MMA,Sweden
22355,LUND,MALMÖ,MMA,Sweden
22356,LUND,MALMÖ,MMA,Sweden
22357,LUND,MALMÖ,MMA,Sweden
22358,LUND,MALMÖ,MMA,Sweden
22359,LUND,MALMÖ,MMA,Sweden
22361,LUND,MALMÖ,MMA,Sweden
22362,LUND,MALMÖ,MMA,Sweden
22363,LUND,MALMÖ,MMA,Sweden
22369,LUND,MALMÖ,MMA,Sweden
22456,LUND,MALMÖ,MMA,Sweden
22457,LUND,MALMÖ,MMA,Sweden
22458,LUND,MALMÖ,MMA,Sweden
22460,LUND,MALMÖ,MMA,Sweden
22464,LUND,MALMÖ,MMA,Sweden
22465,LUND,MALMÖ,MMA,Sweden
22466,LUND,MALMÖ,MMA,Sweden
22467,LUND,MALMÖ,MMA,Sweden
22468,LUND,MALMÖ,MMA,Sweden
22471,LUND,MALMÖ,MMA,Sweden
22472,LUND,MALMÖ,MMA,Sweden
22473,LUND,MALMÖ,MMA,Sweden
22474,LUND,MALMÖ,MMA,Sweden
22475,LUND,MALMÖ,MMA,Sweden
22476,LUND,MALMÖ,MMA,Sweden
22477,LUND,MALMÖ,MMA,Sweden
22478,LUND,MALMÖ,MMA,Sweden
22479,LUND,MALMÖ,MMA,Sweden
22480,LUND,MALMÖ,MMA,Sweden
22481,LUND,MALMÖ,MMA,Sweden
22482,LUND,MALMÖ,MMA,Sweden
22484,LUND,MALMÖ,MMA,Sweden
22591,LUND,MALMÖ,MMA,Sweden
22592,LUND,MALMÖ,MMA,Sweden
22593,LUND,MALMÖ,MMA,Sweden
22594,LUND,MALMÖ,MMA,Sweden
22639,LUND,MALMÖ,MMA,Sweden
22642,LUND,MALMÖ,MMA,Sweden
22643,LUND,MALMÖ,MMA,Sweden
22644,LUND,MALMÖ,MMA,Sweden
22645,LUND,MALMÖ,MMA,Sweden
22646,LUND,MALMÖ,MMA,Sweden
22647,LUND,MALMÖ,MMA,Sweden
22648,LUND,MALMÖ,MMA,Sweden
22649,LUND,MALMÖ,MMA,Sweden
22650,LUND,MALMÖ,MMA,Sweden
22651,LUND,MALMÖ,MMA,Sweden
22652,LUND,MALMÖ,MMA,Sweden
22653,LUND,MALMÖ,MMA,Sweden
22654,LUND,MALMÖ,MMA,Sweden
22655,LUND,MALMÖ,MMA,Sweden
22657,LUND,MALMÖ,MMA,Sweden
22660,LUND,MALMÖ,MMA,Sweden
22730,LUND,MALMÖ,MMA,Sweden
22731,LUND,MALMÖ,MMA,Sweden
22732,LUND,MALMÖ,MMA,Sweden
22733,LUND,MALMÖ,MMA,Sweden
22734,LUND,MALMÖ,MMA,Sweden
22735,LUND,MALMÖ,MMA,Sweden
22736,LUND,MALMÖ,MMA,Sweden
22738,LUND,MALMÖ,MMA,Sweden
22760,LUND,MALMÖ,MMA,Sweden
22761,LUND,MALMÖ,MMA,Sweden
22762,LUND,MALMÖ,MMA,Sweden
22763,LUND,MALMÖ,MMA,Sweden
22764,LUND,MALMÖ,MMA,Sweden
23053,ALNARP,MALMÖ,MMA,Sweden
23131,TRELLEBORG,MALMÖ,MMA,Sweden
23132,TRELLEBORG,MALMÖ,MMA,Sweden
23133,TRELLEBORG,MALMÖ,MMA,Sweden
23134,TRELLEBORG,MALMÖ,MMA,Sweden
23136,TRELLEBORG,MALMÖ,MMA,Sweden
23138,TRELLEBORG,MALMÖ,MMA,Sweden
23142,TRELLEBORG,MALMÖ,MMA,Sweden
23143,TRELLEBORG,MALMÖ,MMA,Sweden
23144,TRELLEBORG,MALMÖ,MMA,Sweden
23145,TRELLEBORG,MALMÖ,MMA,Sweden
23151,TRELLEBORG,MALMÖ,MMA,Sweden
23152,TRELLEBORG,MALMÖ,MMA,Sweden
23153,TRELLEBORG,MALMÖ,MMA,Sweden
23154,TRELLEBORG,MALMÖ,MMA,Sweden
23155,TRELLEBORG,MALMÖ,MMA,Sweden
23156,TRELLEBORG,MALMÖ,MMA,Sweden
23161,TRELLEBORG,MALMÖ,MMA,Sweden
23162,TRELLEBORG,MALMÖ,MMA,Sweden
23163,TRELLEBORG,MALMÖ,MMA,Sweden
23164,TRELLEBORG,MALMÖ,MMA,Sweden
23165,TRELLEBORG,MALMÖ,MMA,Sweden
23166,TRELLEBORG,MALMÖ,MMA,Sweden
23167,TRELLEBORG,MALMÖ,MMA,Sweden
23168,TRELLEBORG,MALMÖ,MMA,Sweden
23169,SKEGRIE,MALMÖ,MMA,Sweden
23170,ANDERSLÖV,MALMÖ,MMA,Sweden
23172,ANDERSLÖV,MALMÖ,MMA,Sweden
23173,ANDERSLÖV,MALMÖ,MMA,Sweden
23175,BEDDINGESTRAND,MALMÖ,MMA,Sweden
23176,BEDDINGESTRAND,MALMÖ,MMA,Sweden
23178,SMYGEHAMN,MALMÖ,MMA,Sweden
23179,SMYGEHAMN,MALMÖ,MMA,Sweden
23191,TRELLEBORG,MALMÖ,MMA,Sweden
23192,TRELLEBORG,MALMÖ,MMA,Sweden
23193,TRELLEBORG,MALMÖ,MMA,Sweden
23194,TRELLEBORG,MALMÖ,MMA,Sweden
23195,TRELLEBORG,MALMÖ,MMA,Sweden
23196,TRELLEBORG,MALMÖ,MMA,Sweden
23197,KLAGSTORP,MALMÖ,MMA,Sweden
23198,KLAGSTORP,MALMÖ,MMA,Sweden
23199,KLAGSTORP,MALMÖ,MMA,Sweden
23231,ARLÖV,MALMÖ,MMA,Sweden
23232,ARLÖV,MALMÖ,MMA,Sweden
23233,ARLÖV,MALMÖ,MMA,Sweden
23234,ARLÖV,MALMÖ,MMA,Sweden
23235,ARLÖV,MALMÖ,MMA,Sweden
23236,ARLÖV,MALMÖ,MMA,Sweden
23237,ARLÖV,MALMÖ,MMA,Sweden
23238,ARLÖV,MALMÖ,MMA,Sweden
23239,ARLÖV,MALMÖ,MMA,Sweden
23241,ARLÖV,MALMÖ,MMA,Sweden
23251,ÅKARP,MALMÖ,MMA,Sweden
23252,ÅKARP,MALMÖ,MMA,Sweden
23253,ÅKARP,MALMÖ,MMA,Sweden
23254,ÅKARP,MALMÖ,MMA,Sweden
23261,ARLÖV,MALMÖ,MMA,Sweden
23291,ARLÖV,MALMÖ,MMA,Sweden
23331,SVEDALA,MALMÖ,MMA,Sweden
23332,SVEDALA,MALMÖ,MMA,Sweden
23333,SVEDALA,MALMÖ,MMA,Sweden
23334,SVEDALA,MALMÖ,MMA,Sweden
23335,SVEDALA,MALMÖ,MMA,Sweden
23336,SVEDALA,MALMÖ,MMA,Sweden
23337,SVEDALA,MALMÖ,MMA,Sweden
23338,SVEDALA,MALMÖ,MMA,Sweden
23339,SVEDALA,MALMÖ,MMA,Sweden
23341,SVEDALA,MALMÖ,MMA,Sweden
23342,SVEDALA,MALMÖ,MMA,Sweden
23343,SVEDALA,MALMÖ,MMA,Sweden
23344,SVEDALA,MALMÖ,MMA,Sweden
23351,SVEDALA,MALMÖ,MMA,Sweden
23361,BARA,MALMÖ,MMA,Sweden
23362,BARA,MALMÖ,MMA,Sweden
23363,BARA,MALMÖ,MMA,Sweden
23364,BARA,MALMÖ,MMA,Sweden
23365,BARA,MALMÖ,MMA,Sweden
23371,MALMÖ-STURUP,MALMÖ,MMA,Sweden
23375,KLÅGERUP,MALMÖ,MMA,Sweden
23376,KLÅGERUP,MALMÖ,MMA,Sweden
23391,SVEDALA,MALMÖ,MMA,Sweden
23392,SVEDALA,MALMÖ,MMA,Sweden
23393,SVEDALA,MALMÖ,MMA,Sweden
23394,SVEDALA,MALMÖ,MMA,Sweden
23431,LOMMA,MALMÖ,MMA,Sweden
23432,LOMMA,MALMÖ,MMA,Sweden
23433,LOMMA,MALMÖ,MMA,Sweden
23434,LOMMA,MALMÖ,MMA,Sweden
23435,LOMMA,MALMÖ,MMA,Sweden
23436,LOMMA,MALMÖ,MMA,Sweden
23437,LOMMA,MALMÖ,MMA,Sweden
23438,LOMMA,MALMÖ,MMA,Sweden
23439,LOMMA,MALMÖ,MMA,Sweden
23440,LOMMA,MALMÖ,MMA,Sweden
23441,LOMMA,MALMÖ,MMA,Sweden
23442,LOMMA,MALMÖ,MMA,Sweden
23443,LOMMA,MALMÖ,MMA,Sweden
23531,VELLINGE,MALMÖ,MMA,Sweden
23532,VELLINGE,MALMÖ,MMA,Sweden
23533,VELLINGE,MALMÖ,MMA,Sweden
23534,VELLINGE,MALMÖ,MMA,Sweden
23535,VELLINGE,MALMÖ,MMA,Sweden
23536,VELLINGE,MALMÖ,MMA,Sweden
23537,VELLINGE,MALMÖ,MMA,Sweden
23538,VELLINGE,MALMÖ,MMA,Sweden
23539,VELLINGE,MALMÖ,MMA,Sweden
23541,VELLINGE,MALMÖ,MMA,Sweden
23542,VELLINGE,MALMÖ,MMA,Sweden
23543,VELLINGE,MALMÖ,MMA,Sweden
23591,VELLINGE,MALMÖ,MMA,Sweden
23593,VELLINGE,MALMÖ,MMA,Sweden
23594,VELLINGE,MALMÖ,MMA,Sweden
23599,VELLINGE,MALMÖ,MMA,Sweden
23631,HÖLLVIKEN,MALMÖ,MMA,Sweden
23632,HÖLLVIKEN,MALMÖ,MMA,Sweden
23633,HÖLLVIKEN,MALMÖ,MMA,Sweden
23634,HÖLLVIKEN,MALMÖ,MMA,Sweden
23635,HÖLLVIKEN,MALMÖ,MMA,Sweden
23636,HÖLLVIKEN,MALMÖ,MMA,Sweden
23637,HÖLLVIKEN,MALMÖ,MMA,Sweden
23638,HÖLLVIKEN,MALMÖ,MMA,Sweden
23641,HÖLLVIKEN,MALMÖ,MMA,Sweden
23642,HÖLLVIKEN,MALMÖ,MMA,Sweden
23651,HÖLLVIKEN,MALMÖ,MMA,Sweden
23661,HÖLLVIKEN,MALMÖ,MMA,Sweden
23691,HÖLLVIKEN,MALMÖ,MMA,Sweden
23731,BJÄRRED,MALMÖ,MMA,Sweden
23732,BJÄRRED,MALMÖ,MMA,Sweden
23733,BJÄRRED,MALMÖ,MMA,Sweden
23734,BJÄRRED,MALMÖ,MMA,Sweden
23735,BJÄRRED,MALMÖ,MMA,Sweden
23736,BJÄRRED,MALMÖ,MMA,Sweden
23737,BJÄRRED,MALMÖ,MMA,Sweden
23741,BJÄRRED,MALMÖ,MMA,Sweden
23742,BJÄRRED,MALMÖ,MMA,Sweden
23791,BJÄRRED,MALMÖ,MMA,Sweden
23830,OXIE,MALMÖ,MMA,Sweden
23831,OXIE,MALMÖ,MMA,Sweden
23832,OXIE,MALMÖ,MMA,Sweden
23833,OXIE,MALMÖ,MMA,Sweden
23834,OXIE,MALMÖ,MMA,Sweden
23835,OXIE,MALMÖ,MMA,Sweden
23836,OXIE,MALMÖ,MMA,Sweden
23837,OXIE,MALMÖ,MMA,Sweden
23838,OXIE,MALMÖ,MMA,Sweden
23839,OXIE,MALMÖ,MMA,Sweden
23840,OXIE,MALMÖ,MMA,Sweden
23841,OXIE,MALMÖ,MMA,Sweden
23842,OXIE,MALMÖ,MMA,Sweden
23843,OXIE,MALMÖ,MMA,Sweden
23930,SKANÖR,MALMÖ,MMA,Sweden
23931,SKANÖR,MALMÖ,MMA,Sweden
23932,SKANÖR,MALMÖ,MMA,Sweden
23933,SKANÖR,MALMÖ,MMA,Sweden
23934,SKANÖR,MALMÖ,MMA,Sweden
23935,SKANÖR,MALMÖ,MMA,Sweden
23936,SKANÖR,MALMÖ,MMA,Sweden
23940,FALSTERBO,MALMÖ,MMA,Sweden
23941,FALSTERBO,MALMÖ,MMA,Sweden
23942,FALSTERBO,MALMÖ,MMA,Sweden
24130,ESLÖV,MALMÖ,MMA,Sweden
24131,ESLÖV,MALMÖ,MMA,Sweden
24132,ESLÖV,MALMÖ,MMA,Sweden
24133,ESLÖV,MALMÖ,MMA,Sweden
24134,ESLÖV,MALMÖ,MMA,Sweden
24135,ESLÖV,MALMÖ,MMA,Sweden
24136,ESLÖV,MALMÖ,MMA,Sweden
24137,ESLÖV,MALMÖ,MMA,Sweden
24138,ESLÖV,MALMÖ,MMA,Sweden
24139,ESLÖV,MALMÖ,MMA,Sweden
24140,ESLÖV,MALMÖ,MMA,Sweden
24161,LÖBERÖD,MALMÖ,MMA,Sweden
24162,LÖBERÖD,MALMÖ,MMA,Sweden
24164,HARLÖSA,MALMÖ,MMA,Sweden
24165,HARLÖSA,MALMÖ,MMA,Sweden
24171,MARIEHOLM,MALMÖ,MMA,Sweden
24172,MARIEHOLM,MALMÖ,MMA,Sweden
24174,STEHAG,MALMÖ,MMA,Sweden
24175,STEHAG,MALMÖ,MMA,Sweden
24191,ESLÖV,MALMÖ,MMA,Sweden
24192,ESLÖV,MALMÖ,MMA,Sweden
24193,ESLÖV,MALMÖ,MMA,Sweden
24194,HURVA,MALMÖ,MMA,Sweden
